Game,Combat,Air-Sea Battle,Indy 500,Space Invaders,Adventure,Circus Atari,Maze Craze: A Game of Cops 'n Robbers,Super Breakout,Hangman,Flag Capture,Breakaway IV,Home Run,Slot Machine,Boxing,Fishing Derby,Karate,Dragster,Bridge,Checkers,Asteroids,Missile Command,Kaboom!,Defender,Ice Hockey,Laser Blast,Freeway,Pac-Man,Pitfall!,Frogger,Demon Attack,E.T.: The Extra Terrestrial,Ms. Pac-Man,River Raid,Donkey Kong,Centipede,Atlantis,Mahjong,Dig Dug,Mario Bros.,Pitfall II: Lost Caverns,Pole Position,Moon Patrol,Jungle Hunt,Joust,Donkey Kong Junior,Enduro,F1 Race,4 Nin uchi Mahjong,Jr. Pac-Man,Crystal Castles,Mappy,Midnight Magic,Millipede,Gremlins,Pengo,Frogger II: Threeedeep!,Super Mario Bros.,Duck Hunt,Excitebike,Golf,Kung Fu,Baseball,Tennis,Pinball,Ice Climber,Gyromite,Super Mario Bros. 2 (FDS),Mario Bros.,Ghosts 'n Goblins,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,Gradius,Ganbare Goemon! Karakuri Douchuu,TwinBee,Doraemon,Commando,Donkey Kong,The Legend of Zelda,World Class Track Meet,Mike Tyson's Punch-Out!!,Metroid,Pro Wrestling,Volleyball,Rad Racer,Soccer,Kid Icarus,Gegege no Kitarou 2: Youkai Gundan no Chousen,Super Mario Bros. 2,Zelda II: The Adventure of Link,Ice Hockey,R.B.I. Baseball,R.C. Pro-Am,Donkey Kong Classics,Dragon Ball: Daimaou Fukkatsu,Adventure Island,Gauntlet,Star Soldier,Tetris,Super Mario Land,Tetris,Teenage Mutant Ninja Turtles,Famista '89 - Kaimaku Han!!,Dragon Warrior,Tennis,Alleyway,Disney's DuckTales,Baseball,Super Mario Bros. 3,Dr. Mario,Dr. Mario,Streets of Rage,Dragon Quest II,Teenage Mutant Ninja Turtles II: The Arcade Game,Golf,Xevious,Nintendo World Cup,Disney's DuckTales,Super Mario World,Sonic the Hedgehog,F-1 Race,F-Zero,SimCity,Metroid II: Return of Samus,Final Fantasy II,Final Fight,Tecmo Super Bowl,R.B.I. Baseball 3,Super Mario Land 2: 6 Golden Coins,Super Mario Kart,Street Fighter II: The World Warrior,Sonic the Hedgehog 2,Kirby's Dream Land,The Legend of Zelda: A Link to the Past,Dragon Quest III,Dragon Quest IV,Yoshi,Dragon Quest V: Tenkuu no Hanayome,Super Mario All-Stars,Street Fighter II Turbo,Disney's Aladdin,The Legend of Zelda: Link's Awakening,Star Fox,Mortal Kombat,Kirby's Pinball Land,SimCity 2000,NBA Jam,Secret of Mana,Donkey Kong Country,Super Mario Land 3: Wario Land,Doom II,Donkey Kong,Final Fantasy III,Mortal Kombat II (US & Others sales),Super Street Fighter II,Mortal Kombat II,Sonic & Knuckles,The Lion King,Myst,Donkey Kong Country 2: Diddy's Kong Quest,Super Mario World 2: Yoshi's Island,Donkey Kong Land,Tekken,Dragon Quest VI: Maboroshi no Daichi,Killer Instinct,Rayman,Monopoly,Kirby's Dream Land 2,Super Mario 64,Crash Bandicoot,Tekken 2,Microsoft Flight Simulator,Tomb Raider,Namco Museum Vol.1,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Warcraft II: Tides of Darkness,Wave Race 64,Command & Conquer: Red Alert,Final Fantasy VII,Mario Kart 64,GoldenEye 007,Crash Bandicoot 2: Cortex Strikes Back,Tomb Raider II,Diddy Kong Racing,Riven: The Sequel to Myst,Frogger,Namco Museum Vol.3,Star Fox 64,Pokemon Red / Green / Blue Version,StarCraft,Gran Turismo,Half-Life,Tekken 3,The Legend of Zelda: Ocarina of Time,Crash Bandicoot 3: Warped,Metal Gear Solid,Spyro the Dragon,Resident Evil 2,Pokemon Yellow: Special Pikachu Edition,Gran Turismo 2,Final Fantasy VIII,Driver,Super Smash Bros.,Pokemon Pinball,Donkey Kong 64,Super Mario Bros. Deluxe,Tony Hawk's Pro Skater,Warzone 2100,Pokemon Gold / Silver Version,Final Fantasy IX,Pokemon Stadium,Driver 2,Tony Hawk's Pro Skater 2,Counter-Strike,Tekken Tag Tournament,Diablo II,Pokemon Trading Card Game,Spyro: Year of the Dragon,Gran Turismo 3: A-Spec,Grand Theft Auto III,Final Fantasy X,Super Smash Bros. Melee,Pokemon Crystal Version,Metal Gear Solid 2: Sons of Liberty,Mario Kart: Super Circuit,Super Mario Advance,Crash Bandicoot: The Wrath of Cortex,Halo: Combat Evolved,Grand Theft Auto: Vice City,Medal of Honor: Frontline,Kingdom Hearts,Super Mario Sunshine,Super Mario World: Super Mario Advance 2,The Lord of the Rings: The Two Towers,Warcraft III: Reign of Chaos,Spider-Man: The Movie,Madden NFL 2003,The Sims: Unleashed,Pokemon Ruby / Sapphire Version,Need for Speed Underground,Mario Kart: Double Dash!!,Final Fantasy X-2,Super Mario Advance 4: Super Mario Bros. 3,Madden NFL 2004,Medal of Honor: Rising Sun,The Simpsons: Hit & Run,The Legend of Zelda: The Wind Waker,EyeToy Play,Grand Theft Auto: San Andreas,Counter-Strike: Source,Pokemon FireRed / LeafGreen Version,Half-Life 2,World of Warcraft,Super Mario 64 DS,RollerCoaster Tycoon 3,Halo 2,Need for Speed Underground 2,Madden NFL 2005,Nintendogs,Mario Kart DS,Gran Turismo 4,Animal Crossing: Wild World,Grand Theft Auto: Liberty City Stories,Pokemon Emerald Version,Guild Wars,Madden NFL 06,Dragon Quest VIII: Journey of the Cursed King,God of War,Wii Sports,New Super Mario Bros.,Brain Age: Train Your Brain in Minutes a Day,Garry's Mod,The Legend of Zelda: Twilight Princess,Final Fantasy XII,Big Brain Academy,Cooking Mama,Kingdom Hearts II,Guitar Hero II,Wii Play,Pokemon Diamond / Pearl Version,Brain Age 2: More Training in Minutes a Day,Halo 3,Super Mario Galaxy,Call of Duty 4: Modern Warfare,Mario Party DS,Mario Party 8,Call of Duty 4: Modern Warfare,Link's Crossbow Training,Mario Kart Wii,Wii Fit,Super Smash Bros. Brawl,Grand Theft Auto IV,Grand Theft Auto IV,Portal,Call of Duty: World at War,Metal Gear Solid 4: Guns of the Patriots,Call of Duty: World at War,Gran Turismo 5 Prologue,Wii Sports Resort,New Super Mario Bros. Wii,Wii Fit Plus,Call of Duty: Modern Warfare 2,Call of Duty: Modern Warfare 2,The Sims 3,Pokemon Platinum Version,Uncharted 2: Among Thieves,Halo 3: ODST,Assassin's Creed II,Minecraft,Kinect Adventures!,Call of Duty: Black Ops,Pokemon Heart Gold / Soul Silver Version,Call of Duty: Black Ops,Gran Turismo 5,Halo: Reach,Wii Party,God of War III,Super Mario Galaxy 2,Mario Kart 7,Pokemon Black / White Version,Call of Duty: Modern Warfare 3,Terraria,Call of Duty: Modern Warfare 3,Portal 2,Super Mario 3D Land,Just Dance 3,Uncharted 3: Drake's Deception,The Elder Scrolls V: Skyrim,Counter-Strike: Global Offensive,Call of Duty: Black Ops II,Call of Duty: Black Ops II,New Super Mario Bros. 2,Diablo III,Halo 4,Pokemon Black 2 and White 2,FIFA 13,Guild Wars 2,Just Dance 4,Grand Theft Auto V,Pokemon X/Y,Grand Theft Auto V,Minecraft,Animal Crossing: New Leaf,Call of Duty: Ghosts,Call of Duty: Ghosts,The Last of Us,FIFA 14,Luigi's Mansion: Dark Moon,Grand Theft Auto V,Pokemon Omega Ruby/Pokemon Alpha Sapphire,The Last of Us Remastered,Super Smash Bros. for 3DS,Grand Theft Auto V,Mario Kart 8,Call of Duty: Advanced Warfare,Tomodachi Life,Minecraft,FIFA 15,Call of Duty: Black Ops 3,Grand Theft Auto V,The Witcher 3: Wild Hunt,The Witcher 3: Wild Hunt,Fallout 4,FIFA 16,Star Wars Battlefront (2015),Call of Duty: Black Ops 3,Fallout 4,Cities: Skylines,Uncharted 4: A Thief's End,Pokemon Sun/Moon,FIFA 17,Call of Duty: Infinite Warfare,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,Battlefield 1,Sid Meier's Civilization VI,Battlefield 1,Final Fantasy XV,Stardew Valley,PLAYERUNKNOWN'S BATTLEGROUNDS,Mario Kart 8 Deluxe,Super Mario Odyssey,The Legend of Zelda: Breath of the Wild,Call of Duty: WWII,FIFA 18,Splatoon 2,Horizon: Zero Dawn,Pokemon: Ultra Sun and Ultra Moon,Call of Duty: WWII,Super Smash Bros. Ultimate,Red Dead Redemption 2,Marvel's Spider-Man,"Pokemon: Let's Go, Pikachu/Eevee",God of War (2018),Super Mario Party,Call of Duty: Black Ops IIII,FIFA 19,Rust,Red Dead Redemption 2,Call of Duty: Modern Warfare,Pokemon Sword / Shield,NBA 2K20,FIFA 20,New Super Mario Bros. U Deluxe,Luigi's Mansion 3,Super Mario Maker 2,The Legend of Zelda: Link's Awakening,Mortal Kombat 11,Madden NFL 20,Animal Crossing: New Horizons,The Last of Us: Part II,Final Fantasy VII Remake,Persona 5 Royal,Pokemon Mystery Dungeon: Rescue Team DX,Nioh 2,Half-Life: Alyx,Yakuza: Like a Dragon,Hatsune Miku: Project Diva MegaMix,Granblue Fantasy Versus
1977,1.25,0.98,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,1.25,0.98,0.27,2.53,1.3,0.46,0.45,0.44,0.38,0.27,0.21,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,1.25,0.98,0.27,2.53,1.3,0.46,0.45,0.44,0.38,0.27,0.21,0.15,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,1.25,0.98,0.27,2.53,1.3,0.46,0.45,0.44,0.38,0.27,0.21,0.15,0.31,0.77,0.51,0.47,0.32,0.27,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,1.25,0.98,0.27,2.53,1.3,0.46,0.45,0.44,0.38,0.27,0.21,0.15,0.31,0.77,0.51,0.47,0.32,0.27,0.24,4.31,2.76,1.15,1.05,0.49,0.39,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,1.25,0.98,0.27,2.53,1.3,0.46,0.45,0.44,0.38,0.27,0.21,0.15,0.31,0.77,0.51,0.47,0.32,0.27,0.24,4.31,2.76,1.15,1.05,0.49,0.39,0.34,7.7,4.5,2.2,2.13,1.97,1.65,1.6,1.46,1.36,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
